domain,type,original_reference
*paypal.konto00-kunde00x-verifikations.com,phishing,openphish.com
*paypal.kunden00x016-konto-uberprufen.com,phishing,openphish.com
*pirotehnikafenix011.co.rs,phishing,openphish.com
*pragatiwebbranding.com,phishing,openphish.com
*prefix.payhelping.com,phishing,openphish.com
*privatewealthgroup.asia,phishing,openphish.com
*productivity-engineering.com,phishing,openphish.com
*rentskinow.jp,phishing,openphish.com
*rojgarexchange.in,phishing,openphish.com
*sh205082.website.pl,phishing,openphish.com
*suddhapakhe.com,phishing,openphish.com
*vencedoronline.com,phishing,openphish.com
*womansfootballshop.com,phishing,openphish.com
*zonasegura1.bnenlinea.net,phishing,openphish.com
*ipesa.galetto.com.ar,phishing,openphish.com
*pousadapontalparaty.tur.br,phishing,openphish.com
*weemanmilitia.com,phishing,openphish.com
*woodside-perdoleum.pw,malicious,private
*abconstructions.us,phishing,openphish.com
*aluguemaq.com,phishing,openphish.com
*assets.wetransfer.net.debrawhitingfoundation.com,phishing,openphish.com
*belajarbasket.com,phishing,openphish.com
*bmcampofertil.com.br,phishing,openphish.com
*buyvalidsmtps.com,phishing,openphish.com
*design61.ru,phishing,openphish.com
*ecaatasehir.com,phishing,openphish.com
*edsimportaciones.com,phishing,openphish.com
*ernesto.link,phishing,openphish.com
*garotadecopa.com,phishing,openphish.com
*ips-cbse.in,phishing,openphish.com
*lachhmandasjewellers.com,phishing,openphish.com
*link2register.com,phishing,openphish.com
*motorsportmanagement.co.uk,phishing,openphish.com
*online.wellsfargo.com.kingsmeadgroup.com,phishing,openphish.com
*ozimport.com,phishing,openphish.com
*poyday.com,phishing,openphish.com
*rolstyl.pl,phishing,openphish.com
*sandiltd.ge,phishing,openphish.com
*secure1-client-updates-com-submit-login-done-lang-us-b7s.dianebulloch.com,phishing,openphish.com
*stevonxclusive.com,phishing,openphish.com
*tarynforce.com,phishing,openphish.com
*techieprojects.com,phishing,openphish.com
*wadihkanaan.com,phishing,openphish.com
*westwoodlodgebandb.com,phishing,openphish.com
*ynovarsignos.com,phishing,openphish.com
*lordhave.net,suppobox,private
*156166-de-storno-sicherheit-konto_identity.vorbeugung-sicher.gq,phishing,openphish.com
*206938-deu-prob-mitteilung-benutzer.vorbeugung-sicher.gq,phishing,openphish.com
*299800-de-nutzung-mitteilung-benutzer.sicherheitshilfe-sicherheitssystem.ga,phishing,openphish.com
*368493-deu-storno-mitteilung-nachweis.sicherheitssystem-sicherheitshilfe.cf,phishing,openphish.com
*465663-deutschland-nutzung-sicher-benutzer.sicher-vorbeugung.tk,phishing,openphish.com
*521073--verbraucher-mitteilung-account.sicher-vorbeugung.tk,phishing,openphish.com
*696291--verbraucher-sicherheit-account.sicherheitsabfrage-sicher.gq,phishing,openphish.com
*774982-de-verbraucher-sicherheit-konto_identity.vorbeugung-sicher.gq,phishing,openphish.com
*804460-germany-verbraucher-mitteilung-konto_identity.sicher-vorbeugung.tk,phishing,openphish.com
*893186-deutschland-storno-mitteilung-konto_identity.vorbeugung-sicher.gq,phishing,openphish.com
*987449-deu-prob-sicher-nachweis.sicher-vorbeugung.tk,phishing,openphish.com
*abyzam.com,phishing,openphish.com
*adrianwotton.com,phishing,openphish.com
*allegro-pl-login.comxa.com,phishing,openphish.com
*allinonlinemarketing.com,phishing,openphish.com
*alphaomegahomes.net,phishing,openphish.com
*anna-newton.com,phishing,openphish.com
*apode.simply-winspace.it,phishing,openphish.com
*appleid.app.intl-member.com,phishing,openphish.com
*aros-multilinks.com,phishing,openphish.com
*asset.wetransfer.net.debrawhitingfoundation.org,phishing,openphish.com
*bearsonthemantlepiece.com,phishing,openphish.com
*borrowanidea.com,phishing,openphish.com
*brokenheartart.net,phishing,openphish.com
*bulletproofjobhunt.com,phishing,openphish.com
*cacapavayogashala.com.br,phishing,openphish.com
*casadeculturasabia.org,phishing,openphish.com
*chaseonline.chase.logon.apsx.keyoda.org,phishing,openphish.com
*configuration.jdg.arq.br,phishing,openphish.com
*construline.cl,phishing,openphish.com
*conyapa.com,phishing,openphish.com
*davidgoldberg12.com,phishing,openphish.com
*dcrgroup.net,phishing,openphish.com
*dentalcoaching.ro,phishing,openphish.com
*dockybills.com,phishing,openphish.com
*ebilleim.fileview.us,phishing,openphish.com
*english-interpreter.net,phishing,openphish.com
*exchu.com,phishing,openphish.com
*filedocudrive.com,phishing,openphish.com
*folod55.com,phishing,openphish.com
*fundsmatuehlssd.com,phishing,openphish.com
*fxweb.com.br,phishing,openphish.com
*gebzeikincielmagazasi.com,phishing,openphish.com
*guagliano.com.ar,phishing,openphish.com
*gwinnettcfaaa.org,phishing,openphish.com
*hasurvey2015.com,phishing,openphish.com
*henry.efa-light.com,phishing,openphish.com
*herbrasil.com,phishing,openphish.com
*icloudaccounts.net,phishing,openphish.com
*itt.supporto-whtsuypp.com,phishing,openphish.com
*iyanu.info,phishing,openphish.com
*kluis-amsterdam.nl,phishing,openphish.com
*lowekeyana.co,phishing,openphish.com
*milana-deti.ru,phishing,openphish.com
*miramardesign.com,phishing,openphish.com
*mrpost.co.za,phishing,openphish.com
*muddleapp.co,phishing,openphish.com
*myhelpers.redeportal.info,phishing,openphish.com
*paypalcustomercare.studiografia.com.br,phishing,openphish.com
*pinaccles.com,phishing,openphish.com
*pixeluae.ae,phishing,openphish.com
*plywam-leszno.pl,phishing,openphish.com
*precytec.com.ar,phishing,openphish.com
*researchdoc.info,phishing,openphish.com
*roundtelevision.com,phishing,openphish.com
*shofarj.com,phishing,openphish.com
*sign.encoding.information.uzmzudseodc2fjpyi6mjcxndiymtuzmzufazdseyi6swh58fmodc2fjqxoc2fjp.chinaboca.com,phishing,openphish.com
*southsidedeals.com,phishing,openphish.com
*spm.efa-light.com,phishing,openphish.com
*storemarked-contact.com,phishing,openphish.com
*transcript.login.2016.alerttoday.org,phishing,openphish.com
*usaa.com.inet.entlogon.logon.redirectjsp.true.details.refererident.906ce097206.keystoneinteriors.com.au,phishing,openphish.com
*usitecparana.com.br,phishing,openphish.com
*vacation-guide-blog.com,phishing,openphish.com
*vamostodosnessa.com.br,phishing,openphish.com
*visitardistrito.com,phishing,openphish.com
*vitrineacim.com.br,phishing,openphish.com
*woprkolobrzeg.pl,phishing,openphish.com
*ccknifegiveaway.com,phishing,openphish.com
*chaseonline1.com.chaseonlinee.com,phishing,openphish.com
*computercopierfl.com,phishing,openphish.com
*curepipe.zezivrezom.org,phishing,openphish.com
*faixasdf.com.br,phishing,openphish.com
*freemobile.fr-services-facturations.originthenovel.com,phishing,openphish.com
*irs.gov.irs-qus.com,phishing,openphish.com
*legalcreativo.com,phishing,openphish.com
*mcesg.com,phishing,openphish.com
*mytvnepal.org,phishing,openphish.com
*onlinelog.chaseonlinee.com,phishing,openphish.com
*pantsflag.net,phishing,openphish.com
*provisa.com.mx,phishing,openphish.com
*ding-a-ling-tel.com,locky,tracker.h3x.eu
*asliaypak.com,locky,tracker.h3x.eu
*edelweiss-secretariat.com,locky,tracker.h3x.eu
*bisericaromaneasca.ro,locky,tracker.h3x.eu
*margohack.za.pl,locky,tracker.h3x.eu
*fundacionbraun.com,locky,tracker.h3x.eu
*komplettraeder-24.de,locky,private
*dcvaad06ad-system.esy.es,phishing,openphish.com
*deblokeer-helpdesk.nl,phishing,openphish.com
*electronetwork.co.za,phishing,openphish.com
*emergencybriefing.info,phishing,openphish.com
*interal007.com,phishing,openphish.com
*itup.co.in,phishing,openphish.com
*jackshigh.net,phishing,openphish.com
*jualsabunberas.com,phishing,openphis
*lyonsheating.info,phishing,openphish.com
*photosbylucinda.com,phishing,openphish.com
*pncbank.averifier.com,phishing,openphish.com
*root.rampupelectrical.com.au,phishing,openphish.com
*rtotlem.pacorahome.com,phishing,openphish.com
*sabadellat.com,phishing,openphish.com
*safe-ads-department.com,phishing,openphish.com
*scaliseshop.com,phishing,openphish.com
*shazlyco.com,phishing,openphish.com
*sicherheitssystem-sicherheitshilfe.ml,phishing,openphish.com
*smmgigs.com,phishing,openphish.com
*softsunvinyl.com,phishing,openphish.com
*sowmilk.pacorahome.com,phishing,openphish.com
*standard-gis.com,phishing,openphish.com
*suchymlodem.pl,phishing,openphish.com
*thijs-steigerhout.nl,phishing,openphish.com
*topproductsusa.com,phishing,openphish.com
*u8959882.isphuset.no,phishing,openphish.com
*us.scaliseshop.com,phishing,openphish.com
*valorfirellc.com,phishing,openphish.com
*itios.top,suspicious,spamhaus.org
*squairel.com,phishing,spamhaus.org
*telefonanlagen.televis.at,phishing,spamhaus.org
*tmdmagento.com,malware,spamhaus.org
*staffsolut.nichost.ru,locky,private
*turniejkrzyz.za.pl,locky,private
*accessweb.co,phishing,openphish.com
*alrakhaa.com,phishing,openphish.com
*anthonybailey.com.au,phishing,openphish.com
*babamlala.info,phishing,openphish.com
*badusound.pl,phishing,openphish.com
*bbcertificado.org,phishing,openphish.com
*beaglebeatrecords.com,phishing,openphish.com
*bloketoberfest.com,phishing,openphish.com
*carze.com.es,phishing,openphish.com
*ccragop.com,phishing,openphish.com
*ceo.efa-light.com,phishing,openphish.com
*chemistry11.honor.es,phishing,openphish.com
*cuongstare.com,phishing,openphish.com
*cwatv.com,phishing,openphish.com
*daboas.com,phishing,openphish.com
*dareenerji.com,phishing,openphish.com
*eslanto.com,phishing,openphish.com
*filepdfl.info,phishing,openphish.com
*floridasvanrentalspecialists.com,phishing,openphish.com
*folamsan.kovo.vn,phishing,openphish.com
*fra-log.com,phishing,openphish.com
*franklinawnings.us,phishing,openphish.com
*freemobilepe.com,phishing,openphish.com
*gacstaffedevents.com,phishing,openphish.com
*generator.carsdream.com,phishing,openphish.com
*grupmold.com,phishing,openphish.com
*homehanger.in,phishing,openphish.com
*insanity2.thezeroworld.com,phishing,openphish.com
*jdbridal.com.au,phishing,openphish.com
*jmdlifespace.co.in,phishing,openphish.com
*jozelmer.com,phishing,openphish.com
*jrmccain.com,phishing,openphish.com
*kaushtubhrealty.com,phishing,openphish.com
*legma.net,phishing,openphish.com
*lexstonesolicitors.com,phishing,openphish.com
*lireek.com,phishing,openphish.com
*lnx.esperienzaz.com,phishing,openphish.com
*locatelli.us,phishing,openphish.com
*lyndabarry.net,phishing,openphish.com
*marekpiosik.pl,phishing,openphish.com
*millsconstruction.org,phishing,openphish.com
*multih2h.net16.net,phishing,openphish.com
*multiserviciosdelhogar.co,phishing,openphish.com
*noralterapibursa.com,phishing,openphish.com
*onlinehome.me,phishing,openphish.com
*owona.net,phishing,openphish.com
*oxfordsolarpark.com,phishing,openphish.com
*pharmtalk.com,phishing,openphish.com
*rajhomes.co.za,phishing,openphish.com
*redstartechnology.com,phishing,openphish.com
*renegadesforchange.com.au,phishing,openphish.com
*rodrigofontoura.com.br,phishing,openphish.com
*rskenterprises.in,phishing,openphish.com
*safir.com.pl,phishing,openphish.com
*salomonsanchez.com,phishing,openphish.com
*secured.tiffanyamberhenson.com,phishing,openphish.com
*sinopsisantv.work,phishing,openphish.com
*solventra.net,phishing,openphish.com
*speedex.me,phishing,openphish.com
*strojegradnja-trpin.com,phishing,openphish.com
*suttonsurveyors.com.au,phishing,openphish.com
*texascougar.com,phishing,openphish.com
*thatshowwerollalways.com,phishing,openphish.com
*tophyipsites.com,phishing,openphish.com
*traceyhole.com,phishing,openphish.com
*unblockpagesystem.co.nf,phishing,openphish.com
*uniclasscliente.tk,phishing,openphish.com
*vaishalimotors.com,phishing,openphish.com
*velds.com.br,phishing,openphish.com
*vestralocus.com,phishing,openphish.com
*vpmarketing.com.au,phishing,openphish.com
*wadballal.org,phishing,openphish.com
*wanted2buy.com.au,phishing,openphish.com
*watits.com,phishing,openphish.com
*otelpusulasi.com,phishing,techhelplist.com
*sierrafeeds.com,phishing,techhelplist.com
*pocketfullofpoems.com,locky,ransomware.abuse.ch
*sevvalsenturk.com,locky,ransomware.abuse.ch
*sitkainvestigations.com,locky,ransomware.abuse.ch
*wellsigns.com,locky,ransomware.abuse.ch
*akdenizozalit.com,locky,ransomware.abuse.ch
*floatfeast.com,phishing,clean-mx.de
*ssl-lognewok.com,phishing,private
*murphysautomart.net,nanocore,cybertracker.malwarehunter.com
*abogadobarcelona.com.es,phishing,openphish.com
*atualizabrasil.com.br,phishing,openphish.com
*autokarykatowice.pl,phishing,openphish.com
*bankofamerica-com-system-fall-informtion-upgrade-into-go.rewewrcdgfwerewrwe.com,phishing,openphish.com
*cancelblockpages.co.nf,phishing,openphish.com
*gconsolidationserv.com,phishing,openphish.com
*hajierpoil8.pe.hu,phishing,openphish.com
*komoeng.com,phishing,openphish.com
*lwspa4all.com,phishing,openphish.com
*manutencaopreventiva.com.br,phishing,openphish.com
*nanotech.tiberius.pl,phishing,openphish.com
*nazanmami.com,phishing,openphish.com
*reffermetocasenumber78858850885id.okime09979hdhhgtgtxsgvdoplijd.rakuemouneu.com,phishing,openphish.com
*retajconsultancy.com,phishing,openphish.com
*rodbosscum.com,phishing,openphish.com
*saidbelineralservices.ga,phishing,openphish.com
*sastechassociates.com,phishing,openphish.com
*sickadangulf-llc.com,phishing,openphish.com
*siddhiclasses.in,phishing,openphish.com
*siigkorp.pe.hu,phishing,openphish.com
*akdenizyildizi.com.tr,phishing,openphish.com
*alliancetechnologyservices.com,phishing,openphish.com
*andrzej-burdzy.pl,phishing,openphish.com
*artisanhands.co.za,phishing,openphish.com
*billsmithwebonlie.info,phishing,openphish.com
*fbpageunblock.co.nf,phishing,openphish.com
*guianautico.com,phishing,openphish.com
*hongkongbluesky.com,phishing,openphish.com
*laserstrength.com,phishing,openphish.com
*luzeequilibrio.com.br,phishing,openphish.com
*online-account-acess.net,phishing,openphish.com
*oovelearning.co.nz,phishing,openphish.com
*pakeleman.trade,phishing,openphish.com
*pk-entertainment.com,phishing,openphish.com
*projetomagiadeler.com.br,phishing,openphish.com
*usaa-support.n8creative.com,phishing,openphish.com
*yellow-directory-canada.com,phishing,openphish.com
*assets.wetransfer.net.debrawhitingfoundation.org,phishing,spamhaus.org
*apple-usa-ltd.com,phishing,techhelplist.com
*1688dhw.com,phishing,techhelplist.com
*affiliatesign.com,phishing,techhelplist.com
*connectmarchsingles.com,phishing,techhelplist.com
*all4marriage.in,phishing,techhelplist.com
*rexboothtradingroup.com,phishing,techhelplist.com
*citadelcochin.com,phishing,techhelplist.com
*texasforeverradio.com,phishing,techhelplist.com
*guiamapdf.com.br,phishing,techhelplist.com
*facebookloginaccountattempt.com,phishing,techhelplist.com
*sergeypashchenko.com,phishing,techhelplist.com
*guminska.pl,phishing,techhelplist.com
*knefel.com.pl,phishing,techhelplist.com
*garotziemak.be,phishing,techhelplist.com
*usaa.com.inet.entlogon.logon.redirectjsp.true.details.refererident.multilaundry.com.au,phishing,techhelplist.com
*patrickbell.us,phishing,techhelplist.com
*kimovitt.com,phishing,techhelplist.com
*fadergolf.com,phishing,techhelplist.com
*churchcalledhome.net,phishing,techhelplist.com
*pokrokus.eu,phishing,techhelplist.com
*aeonwarehousing.com,phishing,techhelplist.com
*madeofthelightstuff.com,phishing,techhelplist.com
*blackgerman.net,phishing,openphish.com
*comprascoletivas.net,phishing,openphish.com
*crankyalice.com.au,phishing,openphish.com
*earthlink.net.in,phishing,openphish.com
*fbsystemunblckpage.co.nf,phishing,openphish.com
*identicryption.com,phishing,openphish.com
*mobilei-lfree.net,phishing,openphish.com
*pageunblckssystem.co.nf,phishing,openphish.com
*prakashlal.com,phishing,openphish.com
*ryanrange.com,phishing,openphish.com
*secbusiness101.co.za,phishing,openphish.com
*sreeshbestdealstore.com,phishing,openphish.com
*stylesideplumbingservices.com.au,phishing,openphish.com
*systemfbblockpages.co.nf,phishing,openphish.com
*tomtomdescendant.info,phishing,openphish.com
*transactions-ticketmaster.com,phishing,openphish.com
*urbanparkhomes.net,phishing,openphish.com
*verifyme.kitaghana.org,phishing,openphish.com
*apnavarsa.com,phishing,phishtank.com
*rowingdory.com,phishing,techhelplist.com
*idd00dnu.eresmas.net,locky,ransomwaretracker.abuse.ch
*moran10.karoo.net,locky,techhelplist.com
*apple-phone-support.com,phishing,private
*adilac.in,phishing,openphish.com
*casasbahilas.com.br,phishing,openphish.com
*case.edu.nayakgroup.co.in,phishing,openphish.com
*confirnupdaters.com,phishing,openphish.com
*consumercares.net,phishing,openphish.com
*ltau-regularizacao.unicloud.pl,phishing,openphish.com
*noosociety.com,phishing,openphish.com
*onie65garrett.ga,phishing,openphish.com
*online.citi.com.tf561vlu7j.ignition3.tv,phishing,openphish.com
*online.citi.com.ura3vgncre.ignition3.tv,phishing,openphish.com
*online.citi.com.zijkwmwpvc.ignition3.tv,phishing,openphish.com
*pagefbsysntemunblcks.co.nf,phishing,openphish.com
*pandatalk.2fh.co,phishing,openphish.com
*pasypal-support.tk,phishing,openphish.com
*paypal-hilfe.mein-hilfe-team.de,phishing,openphish.com
*pemclub.com,phishing,openphish.com
*perpinshop.com,phishing,openphish.com
*politicsresources.info,phishing,openphish.com
*post.creatingaccesstoushere.com,phishing,openphish.com
*quadmoney.co.zw,phishing,openphish.com
*ragalaheri.com,phishing,openphish.com
*raxcompanyltd.co.ke,phishing,openphish.com
*fbsystemunlockpage.co.nf,phishing,phishtank.com
*fezbonvic.info,phishing,phishtank.com
*royalapparels.com,phishing,phishtank.com
*annualreports.tacomaartmuseum.org,phishing,spamhaus.org
*doutorled.eco.br,phishing,spamhaus.org
*studiotosi.claimadv.it,phishing,spamhaus.org
*dpboxxx.com,phishing,cybertracker.malwarehunterteam.com
*atulizj9.bget.ru,phishing,openphish.com
*blackantking.info,phishing,openphish.com
*bornama.com.tw,phishing,openphish.com
*comercialherby.com,phishing,openphish.com
*elmirador.com.ve,phishing,openphish.com
*embuscadeprazer.com.br,phishing,openphish.com
*fbconfirmpageerror.co.nf,phishing,openphish.com
*fbsystemunlockedpages.co.nf,phishing,openphish.com
*gouv.impots.fr.fusiontek.com.ar,phishing,openphish.com
